service	prefix	action	action docs	access level	condition keys	dependent actions	description
AWS Glue 	glue	CreateTable	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-CreateTable	Write			Grants permission to create a table
AWS Glue 	glue	CreateTrigger	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-trigger.html#aws-glue-api-jobs-trigger-CreateTrigger	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a trigger
AWS Glue 	glue	CreateUserDefinedFunction	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-functions.html#aws-glue-api-catalog-functions-CreateUserDefinedFunction	Write			Grants permission to create a function definition
AWS Glue 	glue	CreateWorkflow	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-CreateWorkflow	Write	aws:RequestTag/${TagKey}, aws:TagKeys		Grants permission to create a workflow
AWS Glue 	glue	DeleteBlueprint	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-DeleteBlueprint	Write			Grants permission to delete a blueprint
AWS Glue 	glue	DeleteClassifier	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-classifiers.html#aws-glue-api-crawler-classifiers-DeleteClassifier	Write			Grants permission to delete a classifier
AWS Glue 	glue	DeleteColumnStatisticsForPartition	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-DeleteColumnStatisticsForPartition	Write			Grants permission to delete the partition column statistics of a column
AWS Glue 	glue	DeleteColumnStatisticsForTable	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-DeleteColumnStatisticsForTable	Write			Grants permission to delete the table statistics of columns
AWS Glue 	glue	DeleteConnection	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-connections.html#aws-glue-api-catalog-connections-DeleteConnection	Write			Grants permission to delete a connection
AWS Glue 	glue	DeleteCrawler	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-DeleteCrawler	Write			Grants permission to delete a crawler
AWS Glue 	glue	DeleteCustomEntityType	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-sensitive-data-api.html#aws-glue-sensitive-data-api-DeleteCustomEntityType	Write			Grants permission to delete a Custom Entity Type
AWS Glue 	glue	DeleteDatabase	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-databases.html#aws-glue-api-catalog-databases-DeleteDatabase	Write			Grants permission to delete a database
AWS Glue 	glue	DeleteDevEndpoint	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-dev-endpoint.html#aws-glue-api-dev-endpoint-DeleteDevEndpoint	Write			Grants permission to delete a development endpoint
AWS Glue 	glue	DeleteJob	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-job.html#aws-glue-api-jobs-job-DeleteJob	Write			Grants permission to delete a job
AWS Glue 	glue	DeleteMLTransform	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-DeleteMLTransform	Write			Grants permission to delete an ML Transform
AWS Glue 	glue	DeletePartition	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-DeletePartition	Write			Grants permission to delete a partition
AWS Glue 	glue	DeletePartitionIndex	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-DeletePartitionIndex	Write			Grants permission to delete a specified partition index from an existing table
AWS Glue 	glue	DeleteRegistry	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-DeleteRegistry	Write			Grants permission to delete a schema registry
AWS Glue 	glue	DeleteResourcePolicy	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-DeleteResourcePolicy	Permissions management			Grants permission to delete a resource policy
AWS Glue 	glue	DeleteSchema	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-DeleteSchema	Write			Grants permission to delete a schema container
AWS Glue 	glue	DeleteSchemaVersions	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-DeleteSchemaVersions	Write			Grants permission to delete a range of schema versions
AWS Glue 	glue	DeleteSecurityConfiguration	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-DeleteSecurityConfiguration	Write			Grants permission to delete a security configuration
AWS Glue 	glue	DeleteSession	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-session.html#aws-glue-session-DeleteSession	Write			Grants permission to delete an interactive session after stopping the session if not already stopped
AWS Glue 	glue	DeleteTable	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-DeleteTable	Write			Grants permission to delete a table
AWS Glue 	glue	DeleteTableVersion	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-DeleteTableVersion	Write			Grants permission to delete a version of a table
AWS Glue 	glue	DeleteTrigger	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-trigger.html#aws-glue-api-jobs-trigger-DeleteTrigger	Write			Grants permission to delete a trigger
AWS Glue 	glue	DeleteUserDefinedFunction	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-functions.html#aws-glue-api-catalog-functions-DeleteUserDefinedFunction	Write			Grants permission to delete a function definition
AWS Glue 	glue	DeleteWorkflow	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-DeleteWorkflow	Write			Grants permission to delete a workflow
AWS Glue 	glue	GetBlueprint	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-GetBlueprint	Read			Grants permission to retrieve a blueprint
AWS Glue 	glue	GetBlueprintRun	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-GetBlueprintRun	Read			Grants permission to retrieve a blueprint run
AWS Glue 	glue	GetBlueprintRuns	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-workflow.html#aws-glue-api-workflow-GetBlueprintRuns	Read			Grants permission to retrieve all runs of a blueprint
AWS Glue 	glue	GetCatalogImportStatus	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-migration.html#aws-glue-api-catalog-migration-GetCatalogImportStatus	Read			Grants permission to retrieve the catalog import status
AWS Glue 	glue	GetClassifier	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-classifiers.html#aws-glue-api-crawler-classifiers-GetClassifier	Read			Grants permission to retrieve a classifier
AWS Glue 	glue	GetClassifiers	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-classifiers.html#aws-glue-api-crawler-classifiers-GetClassifiers	Read			Grants permission to list all classifiers
AWS Glue 	glue	GetColumnStatisticsForPartition	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-GetColumnStatisticsForPartition	Read			Grants permission to retrieve partition statistics of columns
AWS Glue 	glue	GetColumnStatisticsForTable	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-GetColumnStatisticsForTable	Read			Grants permission to retrieve table statistics of columns
AWS Glue 	glue	GetConnection	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-connections.html#aws-glue-api-catalog-connections-GetConnection	Read			Grants permission to retrieve a connection
AWS Glue 	glue	GetConnections	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-connections.html#aws-glue-api-catalog-connections-GetConnections	Read			Grants permission to retrieve a list of connections
AWS Glue 	glue	GetCrawler	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-GetCrawler	Read			Grants permission to retrieve a crawler
AWS Glue 	glue	GetCrawlerMetrics	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-GetCrawlerMetrics	Read			Grants permission to retrieve metrics about crawlers
AWS Glue 	glue	GetCrawlers	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-crawler-crawling.html#aws-glue-api-crawler-crawling-GetCrawlers	Read			Grants permission to retrieve all crawlers
AWS Glue 	glue	GetCustomEntityType	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-sensitive-data-api.html#aws-glue-sensitive-data-api-GetCustomEntityType	Read			Grants permission to read a Custom Entity Type
AWS Glue 	glue	GetDataCatalogEncryptionSettings	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-GetDataCatalogEncryptionSettings	Read			Grants permission to retrieve catalog encryption settings
AWS Glue 	glue	GetDatabase	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-databases.html#aws-glue-api-catalog-databases-GetDatabase	Read			Grants permission to retrieve a database
AWS Glue 	glue	GetDatabases	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-databases.html#aws-glue-api-catalog-databases-GetDatabases	Read			Grants permission to retrieve all databases
AWS Glue 	glue	GetDataflowGraph	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-etl-script-generation.html#aws-glue-api-etl-script-generation-GetDataflowGraph	Read			Grants permission to transform a script into a directed acyclic graph (DAG)
AWS Glue 	glue	GetDevEndpoint	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-dev-endpoint.html#aws-glue-api-dev-endpoint-GetDevEndpoint	Read			Grants permission to retrieve a development endpoint
AWS Glue 	glue	GetDevEndpoints	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-dev-endpoint.html#aws-glue-api-dev-endpoint-GetDevEndpoints	Read			Grants permission to retrieve all development endpoints
AWS Glue 	glue	GetJob	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-job.html#aws-glue-api-jobs-job-GetJob	Read			Grants permission to retrieve a job
AWS Glue 	glue	GetJobBookmark	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-runs.html#aws-glue-api-jobs-job-GetJobBookmark	Read			Grants permission to retrieve a job bookmark
AWS Glue 	glue	GetJobRun	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-runs.html#aws-glue-api-jobs-runs-GetJobRun	Read			Grants permission to retrieve a job run
AWS Glue 	glue	GetJobRuns	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-runs.html#aws-glue-api-jobs-runs-GetJobRuns	Read			Grants permission to retrieve all job runs of a job
AWS Glue 	glue	GetJobs	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-job.html#aws-glue-api-jobs-job-GetJobs	Read			Grants permission to retrieve all current jobs
AWS Glue 	glue	GetMLTaskRun	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-GetMLTaskRun	Read			Grants permission to retrieve an ML Task Run
AWS Glue 	glue	GetMLTaskRuns	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-GetMLTaskRuns	List			Grants permission to retrieve all ML Task Runs
AWS Glue 	glue	GetMLTransform	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-GetMLTransform	Read			Grants permission to retrieve an ML Transform
AWS Glue 	glue	GetMLTransforms	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-machine-learning-api.html#aws-glue-api-machine-learning-api-GetMLTransforms	List			Grants permission to retrieve all ML Transforms
AWS Glue 	glue	GetMapping	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-etl-script-generation.html#aws-glue-api-etl-script-generation-GetMapping	Read			Grants permission to create a mapping
AWS Glue 	glue	GetPartition	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-GetPartition	Read			Grants permission to retrieve a partition
AWS Glue 	glue	GetPartitionIndexes	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-tables.html#aws-glue-api-catalog-tables-GetPartitionIndexes	Read			Grants permission to retrieve partition indexes for a table
AWS Glue 	glue	GetPartitions	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-catalog-partitions.html#aws-glue-api-catalog-partitions-GetPartitions	Read			Grants permission to retrieve the partitions of a table
AWS Glue 	glue	GetPlan	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-etl-script-generation.html#aws-glue-api-etl-script-generation-GetPlan	Read			Grants permission to retrieve a mapping for a script
AWS Glue 	glue	GetRegistry	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-schema-registry-api.html#aws-glue-api-schema-registry-api-GetRegistry	Read			Grants permission to retrieve a schema registry
AWS Glue 	glue	GetResourcePolicies	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-GetResourcePolicies	Read			Grants permission to retrieve resource policies
AWS Glue 	glue	GetResourcePolicy	https://docs.aws.amazon.com/glue/latest/dg/aws-glue-api-jobs-security.html#aws-glue-api-jobs-security-GetResourcePolicy	Read			Grants permission to retrieve a resource policy
